"Pathways"	"Fourth Level"	"Third Level"	"Second Level"	"First Level"
PWY-6323	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis	Pathways	Generalized-Reactions
PWY-7065	DITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
GLUGLNSYN-PWY	GLUTAMATE-SYN	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PWY-7793	Sulfur-Metabolism	Noncarbon-Nutrients	Degradation	Pathways
PWY-6573	Glycan-Degradation // Glycosaminoglycan-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation	Generalized-Reactions // Degradation
PWY-7290	O-Antigen-Biosynthesis	Glycan-Pathways // Lipopolysaccharide-Biosynthesis	Pathways // Cell-Structure-Biosynthesis	Generalized-Reactions // Biosynthesis
GAMMAHEXCHLORDEG-PWY	CHLORINATED-COMPOUNDS-DEG	Degradation	Pathways	Generalized-Reactions
PWY-6660	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-8014	PHENYLALANINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-6455	Cell-Wall-Biosynthesis // Vancomycin-Resistnace	Cell-Structure-Biosynthesis // Antibiotic-Resistance	Biosynthesis // Detoxification	Pathways
PWY-6043	Sulfur-Metabolism	Noncarbon-Nutrients	Degradation	Pathways
PWY-5973	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-7987	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7028	UDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-6857	Vitamin-A-Biosynthesis	Vitamin-Biosynthesis	Cofactor-Biosynthesis	Biosynthesis
PWY-5822	CHLORINATED-COMPOUNDS-DEG	Degradation	Pathways	Generalized-Reactions
PWY-6058	Sulfur-Metabolism	Noncarbon-Nutrients	Degradation	Pathways
PWY-7905	O-Antigen-Biosynthesis	Glycan-Pathways // Lipopolysaccharide-Biosynthesis	Pathways // Cell-Structure-Biosynthesis	Generalized-Reactions // Biosynthesis
12DICHLORETHDEG-PWY	CHLORINATED-COMPOUNDS-DEG	Degradation	Pathways	Generalized-Reactions
PWY-5054	SUGAR-DERIVS // Sorbitol-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS // Sugar-Alcohols-Biosynthesis	Biosynthesis // SUGAR-DERIVS	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6454	Cell-Wall-Biosynthesis // Vancomycin-Resistnace	Cell-Structure-Biosynthesis // Antibiotic-Resistance	Biosynthesis // Detoxification	Pathways
PWY-6593	Sulfur-Metabolism	Noncarbon-Nutrients	Degradation	Pathways
PWY-6401	AURONE-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6875	Vitamin-A-Biosynthesis	Vitamin-Biosynthesis	Cofactor-Biosynthesis	Biosynthesis
PCPDEG-PWY	CHLORINATED-COMPOUNDS-DEG	Degradation	Pathways	Generalized-Reactions
PWY-12	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
GLUTSYNIII-PWY	GLUTAMATE-SYN	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PWY-2601	Sulfur-Metabolism	Noncarbon-Nutrients	Degradation	Pathways
PWY-7059	INDOLE-ALKALOIDS	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7702	Antibiotic-Biosynthesis // POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-8074	KDO-Lipid-IV-Transfer	Lipopolysaccharide-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-6790	Glycan-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation	Generalized-Reactions // Degradation
PCEDEG-PWY	CHLORINATED-COMPOUNDS-DEG	Degradation	Pathways	Generalized-Reactions
PWY-7812	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-5775	Rotenoids-Biosynthesis	ISOFLAVONOID-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN
PHENYLALANINE-DEG1-PWY	PHENYLALANINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-7820	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis	Pathways
PWY-7465	Sulfur-Metabolism	Noncarbon-Nutrients	Degradation	Pathways
PWY-7663	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-7330	UDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-7660	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5340	Activation // Sulfur-Metabolism	Activation-Inactivation-Interconversion // Noncarbon-Nutrients	Pathways // Degradation	Generalized-Reactions // Pathways
KDOSYN-PWY	KDO-Lipid-IV-Transfer	Lipopolysaccharide-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-6626	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis	Pathways
PWY-6050	Sulfur-Metabolism	Noncarbon-Nutrients	Degradation	Pathways
SHIKIMATEDEG-PWY	Shikimate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-6278	SESQUITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6707	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis	Pathways	Generalized-Reactions
PWY-5660	DITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
ARGASEDEG-PWY	ARGININE-DEG // GLUTAMATE-SYN	Proteinogenic-Amino-Acids-Degradation // IND-AMINO-ACID-SYN	Amino-Acid-Degradation // Amino-Acid-Biosynthesis	Degradation // Biosynthesis
PWY-6592	Manganese-Oxidation	Noncarbon-Nutrients	Degradation	Pathways
PWY-7246	Glycan-Degradation // Pectin-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation	Generalized-Reactions // Degradation
PWY-7676	KDO-Lipid-IV-Transfer	Lipopolysaccharide-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-7708	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-7158	PHENYLALANINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-6591	Manganese-Oxidation	Noncarbon-Nutrients	Degradation	Pathways
PWY-5367	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-6419	Shikimate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-6378	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7333	UDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-7101	Plant-Hormone-Biosynthesis	HORMONE-SYN	Biosynthesis	Pathways
PWY-6932	Selenium-Metabolism	Noncarbon-Nutrients	Degradation	Pathways
PWY-7675	KDO-Lipid-IV-Transfer	Lipopolysaccharide-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-6297	Inactivation	Activation-Inactivation-Interconversion	Pathways	Generalized-Reactions
PWY-5934	Iron-Metabolism	Noncarbon-Nutrients	Degradation	Pathways
PWY-7925	Rubber-Degradation	Polymer-Degradation	Degradation	Pathways
PWY-1901	AURONE-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7563	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
GLUTSYN-PWY	GLUTAMATE-SYN	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PWY-6692	Iron-Metabolism	Noncarbon-Nutrients	Degradation	Pathways
PWY-6852	PYRROLIZIDINE-ALKALOIDS	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7863	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-5800	SECONDARY-CELL-WALL	PLANT-CELL-STRUCTURE	Cell-Structure-Biosynthesis	Biosynthesis
PWY-5941	Glycan-Degradation // Glycogen-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation	Generalized-Reactions // Degradation
PWY-6345	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7524	Mevalonate-Pathways	Isopentenyl-Diphosphate-Biosynthesis	ISOPRENOIDS	Terpenoid-Biosynthesis
ANAPHENOXI-PWY	PHENYLALANINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-7807	Glyphosate-Degradation	Phosphorus-Compounds	Noncarbon-Nutrients	Degradation
PWY-7618	Hydroxy-Fatty-Acids-Biosynthesis // Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-7924	Rubber-Degradation	Polymer-Degradation	Degradation	Pathways
PWY-4	UDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-7542	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7806	Glyphosate-Degradation	Phosphorus-Compounds	Noncarbon-Nutrients	Degradation
PWY-7804	Glyphosate-Degradation	Phosphorus-Compounds	Noncarbon-Nutrients	Degradation
PWY-6294	SESQUITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7074	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-7680	DITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
GLUTAMATE-SYN2-PWY	GLUTAMATE-SYN	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PHOSPHONOTASE-PWY	2-Aminoethylphosphonate-Degradation	Phosphorus-Compounds	Noncarbon-Nutrients	Degradation
PWY-6717	Glycan-Degradation // Xylan-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation	Generalized-Reactions // Degradation
PWY-6399	Melatonin-Degradation	HORMONE-DEG	Degradation	Pathways
PWY-8019	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-6318	PHENYLALANINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-7469	Gentisate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-7447	2-Aminoethylphosphonate-Degradation	Phosphorus-Compounds	Noncarbon-Nutrients	Degradation
PWY-5362	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-7990	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7336	UDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-6832	2-Aminoethylphosphonate-Degradation	Phosphorus-Compounds	Noncarbon-Nutrients	Degradation
PWY-6007	DMNT-Biosynthesis	SESQUITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7859	Inactivation	Activation-Inactivation-Interconversion	Pathways	Generalized-Reactions
PWY-8066	Methylphosphonate-Degradation	Phosphorus-Compounds	Noncarbon-Nutrients	Degradation
PWY-7444	FLAVONE-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6431	4-Hydroxybenzoate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis	Pathways
PWY-4341	GLUTAMATE-SYN	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PWY-7399	Methylphosphonate-Degradation	Phosphorus-Compounds	Noncarbon-Nutrients	Degradation
PWY-5399	BETALAIN-ALKALOIDS	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5737	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-1081	Glycan-Degradation // Pectin-Degradation	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation	Generalized-Reactions // Degradation
PWY-6398	Melatonin-Degradation	HORMONE-DEG	Degradation	Pathways
PWY-7019	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-6174	Mevalonate-Pathways	Isopentenyl-Diphosphate-Biosynthesis	ISOPRENOIDS	Terpenoid-Biosynthesis
PWY-5079	PHENYLALANINE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-6223	Gentisate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY0-1533	Methylphosphonate-Degradation	Phosphorus-Compounds	Noncarbon-Nutrients	Degradation
PWY-7691	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-4861	UDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-7826	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5733	SESQUITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7303	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis	Pathways	Generalized-Reactions
PWY-6645	DITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
VALSYN-PWY	VALINE-BIOSYNTHESIS	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PWY-6400	Melatonin-Degradation	HORMONE-DEG	Degradation	Pathways
PWY-5956	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
ARGDEG-V-PWY	ARGININE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
P21-PWY	Pentose-Phosphate-Cycle	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-5361	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis	Lipid-Biosynthesis	Biosynthesis
PWY-6407	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7346	UDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-5434	DMNT-Biosynthesis	SESQUITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
OXIDATIVEPENT-PWY	Pentose-Phosphate-Cycle	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-5119	FLAVONE-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5755	4-Hydroxybenzoate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis	Pathways
HISTSYN-PWY	HISTIDINE-SYN	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PWY-5404	BETALAIN-ALKALOIDS	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6511	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-6261	Thyroid-Hormone-Metabolism	HORMONE-DEG	Degradation	Pathways
PWY-7564	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-922	Mevalonate-Pathways	Isopentenyl-Diphosphate-Biosynthesis	ISOPRENOIDS	Terpenoid-Biosynthesis
AST-PWY	ARGININE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-7796	Pentose-Phosphate-Cycle	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-63	UDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-5666	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY0-1338	Antibiotic-Resistance // Lipopolysaccharide-Biosynthesis	Detoxification // Cell-Structure-Biosynthesis	Pathways // Biosynthesis	Generalized-Reactions // Pathways
NONOXIPENT-PWY	Pentose-Phosphate-Cycle	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-6859	SESQUITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5787	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis	Pathways	Generalized-Reactions
PWY18C3-13	DITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5029	HISTIDINE-SYN	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PWY-6260	Thyroid-Hormone-Metabolism	HORMONE-DEG	Degradation	Pathways
PWY-6699	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-5024	ARGININE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-6387	Acetylmuramoyl-Pentapeptide-Biosynthesis	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-5002	XANTHONE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-82	UDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-6244	Bergamotene-Biosynthesis	SESQUITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6386	Acetylmuramoyl-Pentapeptide-Biosynthesis	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-6015	FLAVONE-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5754	4-Hydroxybenzoate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis	Pathways
PWY-2941	LYSINE-SYN	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PWY-5439	BETALAIN-ALKALOIDS	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7570	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-8087	AUXINS-DEGRADATION	AROMATIC-COMPOUNDS-DEGRADATION // PLANT-HORMONE-DEG	Degradation // HORMONE-DEG	Pathways // Degradation
PWY-7706	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-8125	Mevalonate-Pathways	Isopentenyl-Diphosphate-Biosynthesis	ISOPRENOIDS	Terpenoid-Biosynthesis
PWY0-823	ARGININE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-7953	Acetylmuramoyl-Pentapeptide-Biosynthesis	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY0-1241	ADP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-7555	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7819	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-6128	SESQUITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7042	Visual-Cycle	Vitamin-A-Biosynthesis	Vitamin-Biosynthesis	Cofactor-Biosynthesis
PWY-6320	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis	Pathways	Generalized-Reactions
PWY18C3-7	DITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5097	LYSINE-SYN	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PWY-2421	AUXINS-DEGRADATION	AROMATIC-COMPOUNDS-DEGRADATION // PLANT-HORMONE-DEG	Degradation // HORMONE-DEG	Pathways // Degradation
PWY-7236	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-7523	ARGININE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-7815	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-5001	XANTHONE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-5740	GDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-7041	Visual-Cycle	Vitamin-A-Biosynthesis	Vitamin-Biosynthesis	Cofactor-Biosynthesis
PWY-6243	Bergamotene-Biosynthesis	SESQUITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7403	Nitroaromatic-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-7818	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-7161	FLAVONE-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6861	Visual-Cycle	Vitamin-A-Biosynthesis	Vitamin-Biosynthesis	Cofactor-Biosynthesis
PWY-7044	Nitroaromatic-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-6435	4-Hydroxybenzoate-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis	Pathways
LYSINE-AMINOAD-PWY	LYSINE-SYN	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PWY-5394	BETALAIN-ALKALOIDS	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7718	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-6538	CAFFEINE	ALKALOIDS	N-CONTAINING-SECONDARY-CMPD-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-7911	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7560	MEP-Pathways	Isopentenyl-Diphosphate-Biosynthesis	ISOPRENOIDS	Terpenoid-Biosynthesis
ARG-PRO-PWY	ARGININE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
PWY-7628	Nitroaromatic-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-7467	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-66	GDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
PWY-7043	Visual-Cycle	Vitamin-A-Biosynthesis	Vitamin-Biosynthesis	Cofactor-Biosynthesis
PWY18C3-3	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6232	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-2381	Nitrobenzoate-Degradation	Nitroaromatic-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation
PWY-7817	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-7712	SESQUITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7282	HMP-PP-Biosynthesis	Thiamine-Biosynthesis	Enzyme-Cofactor-Biosynthesis // Vitamin-Biosynthesis	Cofactor-Biosynthesis
PWY-6458	AROMATIC-COMPOUNDS-BIOSYN	Biosynthesis	Pathways	Generalized-Reactions
PWY-7071	DITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-3081	LYSINE-SYN	IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis	Biosynthesis
PWY-6553	CAFFEINE	ALKALOIDS	N-CONTAINING-SECONDARY-CMPD-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-7861	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
ARGDEG-IV-PWY	ARGININE-DEG	Proteinogenic-Amino-Acids-Degradation	Amino-Acid-Degradation	Degradation
TEICHOICACID-PWY	Teichoic-Acids-Biosynthesis	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis	Biosynthesis
PWY-8053	Anandamide-Biosynthesis	Lipid-Biosynthesis	Biosynthesis	Pathways
PWY-6157	Autoinducer-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7610	GDP-Sugar-Biosynthesis	SUGAR-NUCLEOTIDES	CARBO-BIOSYNTHESIS	Carbohydrates-Biosynthesis
